#STEM=all_IP_networks
#VERSION=v20260828r15
#ROWS=25704
#CREATED=2026-08-23T15:41:25Z
#TOOL=update_ipam.py v1.16
#NOTE=Delta update: +5 subnets from preprocess
#END_HEADER
#UPDATED=2026-08-25T02:18:35Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260824.csv +0 -340 rows
#UPDATED=2026-08-25T02:20:41Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260824.csv +340 -0 rows
#UPDATED=2026-08-25T02:26:15Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_REMOVE_orphan_10.18.79.50_v20260824.csv +0 -1 rows
#UPDATED=2026-08-25T02:27:34Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_ADD_orphan_10.18.79.50_v20260824.csv +1 -0 rows
#UPDATED=2026-08-25T02:30:54Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_REMOVE_orphan_10.18.79.50_v20260824.csv +0 -1 rows
#UPDATED=2026-08-25T02:32:02Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260824.csv +0 -817 rows
#UPDATED=2026-08-25T02:33:54Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260824.csv +227 -0 rows
#UPDATED=2026-08-25T02:34:54Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_ADD_children_v20260824.csv +590 -0 rows
#UPDATED=2026-08-26T03:25:15Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260825.csv +0 -4423 rows
#UPDATED=2026-08-26T03:26:38Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260825.csv +4423 -0 rows
#UPDATED=2026-08-27T02:53:40Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260826.csv +0 -5238 rows
#UPDATED=2026-08-27T02:58:33Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260826.csv +728 -0 rows
#UPDATED=2026-08-27T02:59:57Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_ADD_children_v20260826.csv +4510 -0 rows
#UPDATED=2026-08-27T18:50:40Z
#GENERATOR=ipam-db.py v3.36.9 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260827.csv +0 -44 rows
#UPDATED=2026-08-27T18:51:34Z
#GENERATOR=ipam-db.py v3.36.9 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260827.csv +44 -0 rows
#UPDATED=2026-08-27T19:06:48Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260827.csv +0 -6 rows
#UPDATED=2026-08-27T19:07:52Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260827.csv +2 -0 rows
#UPDATED=2026-08-27T19:09:04Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_children_v20260827.csv +4 -0 rows
#UPDATED=2026-08-28T16:48:53Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260828.csv +0 -436 rows
#UPDATED=2026-08-28T16:51:50Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260828.csv +436 -0 rows
#UPDATED=2026-08-28T16:53:25Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260828.csv +0 -1214 rows
#UPDATED=2026-08-28T16:55:48Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260828.csv +90 -0 rows
#UPDATED=2026-08-28T16:57:54Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_children_v20260828.csv +1124 -0 rows
#UPDATED=2026-08-28T18:24:16Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260828.csv +0 -436 rows
#UPDATED=2026-08-28T18:35:56Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260828.csv +436 -0 rows
#UPDATED=2026-08-28T18:42:21Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260828.csv +0 -1214 rows
#UPDATED=2026-08-28T18:46:11Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260828.csv +90 -0 rows
#UPDATED=2026-08-28T18:48:53Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_children_v20260828.csv +1124 -0 rows
#UPDATED=2026-08-28T19:53:58Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260828r1.csv +0 -213 rows
#UPDATED=2026-08-28T19:56:56Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260828r1.csv +213 -0 rows
#UPDATED=2026-08-28T20:00:27Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260828r1.csv +0 -5371 rows
#UPDATED=2026-08-28T20:55:56Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260828r1.csv +113 -0 rows
#UPDATED=2026-08-28T20:57:45Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_ADD_children_v20260828r1.csv +5258 -0 rows
CIDR,PREFIX_LEN,NETWORK_ADDRESS,BROADCAST_ADDRESS,SITE_CODE,CANONICAL_LOCATION,LOCATION_TYPE,HERITAGE,STATUS,NET_TYPE,ROUTING_DOMAIN,FACILITY_TYPE,STORE_NUMBER,COMM_TYPE,DATA_QUALITY,SOURCE,DATASET_VERSION,LOC_MASTER_VERSION,CONTESTED_BLOCK,EXT_ID_REFS
10.242.209.0/24,24.0,10.242.209.0,10.242.209.255,US_OFF_EX_TP,Offshore - Contractor,Partner,CVS,Active,VPN,EGR_AZURE-EAST2,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.242.214.0/24,24.0,10.242.214.0,10.242.214.255,US_OFF_EX_TP,Offshore - Contractor,Partner,CVS,Active,VPN,EGR_AZURE-EAST2,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.242.214.0/25,25,10.242.214.0,10.242.214.127,US_OFF_EX_TP,Offshore - Contractor,Partner,CVS,Active,VPN,EGR_AZURE-EAST2,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.242.214.0/26,26,10.242.214.0,10.242.214.63,US_OFF_EX_TP,Offshore - Contractor,Partner,CVS,Active,VPN,EGR_AZURE-EAST2,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.242.217.0/24,24.0,10.242.217.0,10.242.217.255,US_OFF_EX_TP,Offshore - Contractor,Partner,CVS,Active,VPN,EGR_AZURE-EAST2,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.242.217.8/29,29,10.242.217.8,10.242.217.15,US_OFF_EX_TP,Offshore - Contractor,Partner,CVS,Active,VPN,EGR_AZURE-EAST2,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.242.217.16/28,28,10.242.217.16,10.242.217.31,US_OFF_EX_TP,Offshore - Contractor,Partner,CVS,Active,VPN,EGR_AZURE-EAST2,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.242.217.32/28,28,10.242.217.32,10.242.217.47,US_OFF_EX_TP,Offshore - Contractor,Partner,CVS,Active,VPN,EGR_AZURE-EAST2,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.242.217.48/29,29,10.242.217.48,10.242.217.55,US_OFF_EX_TP,Offshore - Contractor,Partner,CVS,Active,VPN,EGR_AZURE-EAST2,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.242.217.56/29,29,10.242.217.56,10.242.217.63,US_OFF_EX_TP,Offshore - Contractor,Partner,CVS,Active,VPN,EGR_AZURE-EAST2,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.242.217.64/28,28,10.242.217.64,10.242.217.79,US_OFF_EX_TP,Offshore - Contractor,Partner,CVS,Active,VPN,EGR_AZURE-EAST2,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.242.217.80/28,28,10.242.217.80,10.242.217.95,US_OFF_EX_TP,Offshore - Contractor,Partner,CVS,Active,VPN,EGR_AZURE-EAST2,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.242.217.96/28,28,10.242.217.96,10.242.217.111,US_OFF_EX_TP,Offshore - Contractor,Partner,CVS,Active,VPN,EGR_AZURE-EAST2,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.242.217.112/28,28,10.242.217.112,10.242.217.127,US_OFF_EX_TP,Offshore - Contractor,Partner,CVS,Active,VPN,EGR_AZURE-EAST2,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.242.217.128/29,29,10.242.217.128,10.242.217.135,US_OFF_EX_TP,Offshore - Contractor,Partner,CVS,Active,VPN,EGR_AZURE-EAST2,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.242.217.144/29,29,10.242.217.144,10.242.217.151,US_OFF_EX_TP,Offshore - Contractor,Partner,CVS,Active,VPN,EGR_AZURE-EAST2,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.242.217.160/28,28,10.242.217.160,10.242.217.175,US_OFF_EX_TP,Offshore - Contractor,Partner,CVS,Active,VPN,EGR_AZURE-EAST2,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.242.217.176/28,28,10.242.217.176,10.242.217.191,US_OFF_EX_TP,Offshore - Contractor,Partner,CVS,Active,VPN,EGR_AZURE-EAST2,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.242.217.192/28,28,10.242.217.192,10.242.217.207,US_OFF_EX_TP,Offshore - Contractor,Partner,CVS,Active,VPN,EGR_AZURE-EAST2,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.242.217.208/28,28,10.242.217.208,10.242.217.223,US_OFF_EX_TP,Offshore - Contractor,Partner,CVS,Active,VPN,EGR_AZURE-EAST2,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.242.217.232/29,29,10.242.217.232,10.242.217.239,US_OFF_EX_TP,Offshore - Contractor,Partner,CVS,Active,VPN,EGR_AZURE-EAST2,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.242.217.240/29,29,10.242.217.240,10.242.217.247,US_OFF_EX_TP,Offshore - Contractor,Partner,CVS,Active,VPN,EGR_AZURE-EAST2,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.243.2.0/24,24.0,10.243.2.0,10.243.2.255,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,IPAM_PROMOTER_v1.1,20260603r19,v5.19,,
10.243.20.0/24,,,,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,gcp_gke_bulk,20260603r19,v5.19,,
10.243.194.0/24,,,,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,gcp_gke_bulk,20260603r19,v5.19,,
10.243.209.0/24,,,,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,gcp_gke_bulk,20260603r19,v5.19,,
10.247.0.32/28,28,10.247.0.32,10.247.0.47,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.0.192/26,26,10.247.0.192,10.247.0.255,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.1.0/24,24,10.247.1.0,10.247.1.255,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.5.0/24,24,10.247.5.0,10.247.5.255,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.18.192/26,26,10.247.18.192,10.247.18.255,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.18.192/28,28,10.247.18.192,10.247.18.207,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.18.208/29,29,10.247.18.208,10.247.18.215,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.18.216/31,31,10.247.18.216,10.247.18.217,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.19.0/24,24,10.247.19.0,10.247.19.255,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN,CVS RI One,CVS Shea DC",20260603r19,v5.19,,
10.247.44.0/24,24,10.247.44.0,10.247.44.255,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.44.0/25,25,10.247.44.0,10.247.44.127,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.44.160/28,28,10.247.44.160,10.247.44.175,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.45.0/24,24,10.247.45.0,10.247.45.255,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.47.0/26,26,10.247.47.0,10.247.47.63,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.47.64/26,26,10.247.47.64,10.247.47.127,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN,CVS RI One,CVS Shea DC",20260603r19,v5.19,,
10.247.47.224/28,28,10.247.47.224,10.247.47.239,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.48.0/22,22,10.247.48.0,10.247.51.255,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.52.0/22,22,10.247.52.0,10.247.55.255,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.52.0/24,24,10.247.52.0,10.247.52.255,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN,CVS RI One,CVS Shea DC",20260603r19,v5.19,,
10.247.52.64/26,26,10.247.52.64,10.247.52.127,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.58.0/24,24,10.247.58.0,10.247.58.255,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN,CVS RI One,CVS Shea DC",20260603r19,v5.19,,
10.247.62.0/26,26,10.247.62.0,10.247.62.63,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.62.224/28,28,10.247.62.224,10.247.62.239,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.63.64/28,28,10.247.63.64,10.247.63.79,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.66.0/26,26,10.247.66.0,10.247.66.63,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.66.128/25,25,10.247.66.128,10.247.66.255,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.66.128/26,26,10.247.66.128,10.247.66.191,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.67.64/26,26,10.247.67.64,10.247.67.127,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,"EXT-20260819-002703,EXT-20260819-002706,EXT-20260819-009514,EXT-20260819-009520,EXT-20260819-044245,EXT-20260819-072078"
10.247.68.0/26,26,10.247.68.0,10.247.68.63,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.69.64/27,27,10.247.69.64,10.247.69.95,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.69.96/27,27,10.247.69.96,10.247.69.127,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.69.128/26,26,10.247.69.128,10.247.69.191,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.71.0/24,24,10.247.71.0,10.247.71.255,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.71.0/25,25.0,10.247.71.0,10.247.71.127,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,FW-GAP-ANALYSIS,20260603r19,v5.19,,
10.247.71.0/26,26,10.247.71.0,10.247.71.63,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.71.128/25,25,10.247.71.128,10.247.71.255,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.73.0/25,25,10.247.73.0,10.247.73.127,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.73.128/25,25,10.247.73.128,10.247.73.255,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.74.0/25,25,10.247.74.0,10.247.74.127,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.74.224/28,28,10.247.74.224,10.247.74.239,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.74.240/28,28,10.247.74.240,10.247.74.255,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.75.0/25,25,10.247.75.0,10.247.75.127,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN,CVS RI One,CVS Shea DC",20260603r19,v5.19,,
10.247.75.128/25,25,10.247.75.128,10.247.75.255,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.76.0/24,24,10.247.76.0,10.247.76.255,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.76.0/25,25.0,10.247.76.0,10.247.76.127,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,FW-GAP-ANALYSIS,20260603r19,v5.19,,
10.247.76.128/25,25,10.247.76.128,10.247.76.255,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.77.0/25,25,10.247.77.0,10.247.77.127,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.77.128/26,26,10.247.77.128,10.247.77.191,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.77.192/28,28,10.247.77.192,10.247.77.207,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.78.0/28,28,10.247.78.0,10.247.78.15,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.78.16/28,28,10.247.78.16,10.247.78.31,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.78.32/28,28,10.247.78.32,10.247.78.47,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.78.48/28,28,10.247.78.48,10.247.78.63,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.78.64/26,26,10.247.78.64,10.247.78.127,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.78.176/28,28,10.247.78.176,10.247.78.191,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.78.224/28,28,10.247.78.224,10.247.78.239,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.247.79.128/25,25,10.247.79.128,10.247.79.255,US_GCP_USE4_IS,Cloud - GCP US-East4,Cloud,CVS,Active,Cloud-GCP,EGR_GCP-EAST4,Cloud,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
